"id";"chinese";"english";"classification1";"classification2";"classification3";"source";"remark";"contributor";"image";"xremark";"sentenceCN";"sentenceCNResource";"sentenceEN";"sentenceENResource";"abbreviationCN";"abbreviationEN";"synonymCN";"synonymEN";"definationCN";"definationCNResource";"definationEN";"definationENResource";"status";"totalClick"
582;"安全链";"safety chain";"风电";"风机";"控制与保护系统";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
583;"保护继电器";"protective relay";"风电";"风机";"控制与保护系统";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
584;"保护响应";"protection response";"风电";"风机";"控制与保护系统";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
585;"变桨轴承监控";"pitch bearing monitoring";"风电";"风机";"控制与保护系统";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
586;"低电压保护";"under voltage protection";"风电";"风机";"控制与保护系统";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
587;"电流差动保护";"current differential protection";"风电";"风机";"控制与保护系统";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
588;"断路器";"circuit breaker";"风电";"风机";"控制与保护系统";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
589;"断路器失灵保护";"breaker failure protection";"风电";"风机";"控制与保护系统";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
590;"发电机状态监控";"generator monitoring";"风电";"风机";"控制与保护系统";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
591;"故障穿越";"fault ride through";"风电";"风机";"控制与保护系统";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
592;"光影监控";"shadow flicker monitoring";"风电";"风机";"控制与保护系统";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
593;"过电流保护";"overcurrent protection";"风电";"风机";"控制与保护系统";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
594;"过电压保护";"over voltage protection";"风电";"风机";"控制与保护系统";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
595;"过频保护";"over frequency protection";"风电";"风机";"控制与保护系统";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
596;"集电线路保护";"collector feeder protection";"风电";"风机";"控制与保护系统";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
597;"净空";"blade tip-to-tower clearance";"风电";"风机";"控制与保护系统";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
598;"净空";"tower clearance";"风电";"风机";"控制与保护系统";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
599;"欠频保护";"under frequency protection";"风电";"风机";"控制与保护系统";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
600;"撬棒保护";"crowbar protection";"风电";"风机";"控制与保护系统";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
601;"失灵保护";"failure protection";"风电";"风机";"控制与保护系统";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
602;"死区保护";"dead zone protection";"风电";"风机";"控制与保护系统";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
603;"塔架净空监控";"blade tip-to-tower clearance monitoring";"风电";"风机";"控制与保护系统";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
604;"塔筒状态监测";"tower monitoring";"风电";"风机";"控制与保护系统";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
605;"限流熔断器";"current limiting fuse";"风电";"风机";"控制与保护系统";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
606;"叶根载荷监控";"monitoring of blade root load";"风电";"风机";"控制与保护系统";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
607;"叶片振动监测";"blade vibration monitoring";"风电";"风机";"控制与保护系统";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
608;"噪声监控";"noise monitoring";"风电";"风机";"控制与保护系统";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
609;"纵联保护";"pilor protection";"风电";"风机";"控制与保护系统";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
610;"安全联轴器";"safety coupling";"风电";"风机";"控制与保护系统";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
611;"安全链系统";"safety chain system";"风电";"风机";"控制与保护系统";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
612;"海上风力发电机组";"offshore wind turbine";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
613;"海上风机";"offshore wind turbine";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
614;"支撑结构";"support structure";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
615;"漂浮式海上风力发电机组";"floating offshore wind turbine";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
616;"漂浮式海上风机";"floating offshore wind turbine";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
617;"水动力载荷";"hydrodynamic load";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
618;"工程完整性";"engineering integrity";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
619;"同向（风和波浪）";"co-directional (wind and waves)";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
620;"水流";"current";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
621;"设计波";"design wave";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
622;"海流";"sea current";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
623;"海冰";"sea ice";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
624;"海生物";"marine growth";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
625;"海床运动";"seabed movement";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
626;"外部条件";"external conditions";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
627;"极大有义波高";"extreme significant wave height";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
628;"极大波高";"extreme wave height";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
629;"固定冰盖";"fast ice cover";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
630;"风区";"fetch";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
631;"海底";"sea floor";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
632;"海床";"seabed";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
633;"最高天文潮位";"highest astronomical tide";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
634;"静水位";"still water level";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
635;"水位";"water level";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
636;"天文条件";"astronomical conditions";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
637;"气象条件";"meteorological conditions";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
638;"风暴潮";"storm surge";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
639;"追算法";"hindcasting";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
640;"堆积冰";"hummocked ice";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
641;"碎冰";"crushed ice";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
642;"浮冰";"ice floe";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
643;"覆冰";"icing";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
644;"闭合水域";"land-locked waters";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
645;"载荷效应";"load effect";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
646;"最低天文潮位";"lowest astronomical tide";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
647;"海洋条件";"marine conditions";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
648;"海洋环境";"marine environment";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
649;"平均海平面";"mean sea level";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
650;"平均跨零周期";"mean zero crossing period";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
651;"海洋气象";"metocean";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
652;"多向（风和/或波浪）";"multi-directional (wind and/or wave)";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
653;"海上风力发电机组场址";"offshore wind turbine site";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
654;"海上风机场址";"offshore wind turbine site";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
655;"桩贯入深度";"pile penetration";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
656;"电力汇集系统（风力发电机组）";"power collection system (wind turbines)";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
657;"基准期";"reference period";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
658;"折射";"refraction";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
659;"余流";"residual currents";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
660;"风轮-机舱组件";"rotor – nacelle assembly";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
661;"叶轮-机舱组件";"rotor – nacelle assembly";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
662;"海底坡度";"sea floor slope";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
663;"海况";"sea state";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
664;"冲刷";"scour";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
665;"有义波高";"significant wave height";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
666;"飞溅区";"splash zone";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
667;"重现期";"recurrence period";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
668;"下部结构";"sub-structure";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
669;"涌浪";"swell";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
670;"潮流";"tidal current";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
671;"潮差";"tidal range";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
672;"潮汐";"tides";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
673;"海啸";"tsunami";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
674;"单向（风和/或波浪）";"uni-directional (wind and/or waves)";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
675;"水深";"water depth";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
676;"波峰高度";"wave crest elevation";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
677;"波向";"wave direction";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
678;"波高";"wave height";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
679;"波周期";"wave period";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
680;"波谱峰频率";"wave spectral peak frequency";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
681;"波谱";"wave spectrum";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
682;"波陡";"wave steepness";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
683;"天气性停工期";"weather downtime";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
684;"天气性工作期";"weather window";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
685;"风廓线-风切变定律";"wind profile – wind shear law";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
686;"上跨零波";"zero up-crossing wave";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
687;"上跨零点";"zero up-crossing";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
688;"查诺克常数";"Charnock’s constant";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
689;"重力加速度";"acceleration due to gravity";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
690;"单个波高";"individual wave height";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
691;"破碎波高";"breaking wave height";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
692;"设计波高";"design wave height";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
693;"单面波谱";"single sided wave spectrum";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
694;"构件抗力";"component resistance";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
695;"折算波高";"reduced wave height";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
696;"预期极端风速";"expected extreme wind speed";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
697;"折算极端风速";"reduced extreme wind speed";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
698;"冯·卡门常数";"von Karman’s constant";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
699;"波长";"wave length";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
700;"流向";"current direction";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
701;"静力触探试验";"cone penetration test";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
702;"设计载荷工况";"design load case";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
703;"微生物腐蚀";"microbiologically influenced corrosion";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
704;"全尺寸试验";"full scale test";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
705;"谱峰周期";"peak spectral period";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
706;"疲劳损伤";"fatigue damage";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
707;"极限载荷";"ultimate load";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
708;"极限波高";"severe wave height";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
709;"破碎波";"breaking wave";"风电";"风机";"海上";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
710;"扳手";"wrench";"风电";"风机";"工器具";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
711;"半挂车";"semi-trailer";"风电";"风机";"工器具";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
712;"剥线钳";"wire stripper";"风电";"风机";"工器具";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
713;"冲击扳手";"impact wrench";"风电";"风机";"工器具";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
714;"电动扳手";"electric wrench";"风电";"风机";"工器具";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
715;"吊耳";"lifting eye";"风电";"风机";"工器具";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
716;"吊钩";"lifting hook";"风电";"风机";"工器具";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
717;"断线钳";"cable cutter";"风电";"风机";"工器具";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
718;"钢卷尺";"steel tape measure";"风电";"风机";"工器具";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
719;"钢丝绳";"wire rope";"风电";"风机";"工器具";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
720;"管钳";"pipe wrench";"风电";"风机";"工器具";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
721;"活动扳手";"adjustable wrench";"风电";"风机";"工器具";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
722;"棘轮扳手";"ratchet wrench";"风电";"风机";"工器具";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
723;"绝缘电阻测试仪";"insulation resistance tester";"风电";"风机";"工器具";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
724;"缆风绳";"tagline";"风电";"风机";"工器具";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
725;"螺丝刀";"screwdriver";"风电";"风机";"工器具";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
726;"内六角扳手";"hex key";"风电";"风机";"工器具";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
727;"扭矩扳手";"torque wrench";"风电";"风机";"工器具";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
728;"起重链条";"hoisting chain";"风电";"风机";"工器具";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
729;"十字螺丝刀";"Phillips screwdriver";"风电";"风机";"工器具";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
730;"手拉葫芦";"hand chain hoist";"风电";"风机";"工器具";"";"standard";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
731;"手拉葫芦";"chain hoist";"风电";"风机";"工器具";"";"standard";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
732;"拴紧器";"tie-down strap";"风电";"风机";"工器具";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
733;"双开口扳手";"double open end wrench";"风电";"风机";"工器具";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
734;"丝攻扳手";"tap wrench";"风电";"风机";"工器具";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
735;"丝锥扳手";"tap wrench";"风电";"风机";"工器具";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
736;"起重设备";"lifting equipment";"风电";"风机";"工器具";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
737;"起重设备";"lifting gear";"风电";"风机";"工器具";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
738;"起重机";"crane";"风电";"风机";"工器具";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
739;"叉车";"forklift";"风电";"风机";"工器具";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
740;"履带吊";"crawler crane";"风电";"风机";"工器具";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
741;"汽车吊";"truck-mounted crane";"风电";"风机";"工器具";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
742;"吊索具";"rigging";"风电";"风机";"工器具";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
743;"吊带";"sling";"风电";"风机";"工器具";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
744;"下吊钩提升装置";"below-the-hook lifting devices";"风电";"风机";"工器具";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
745;"五金件";"hardware";"风电";"风机";"工器具";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
746;"卸扣";"shackle";"风电";"风机";"工器具";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
747;"吊耳";"lifting lug";"风电";"风机";"工器具";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
748;"吊梁";"lifting beam";"风电";"风机";"工器具";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
749;"叶片吊具";"blade yoke";"风电";"风机";"工器具";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
750;"溜尾夹具";"blade tip clamp";"风电";"风机";"工器具";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
751;"叶轮吊具";"rotor yoke";"风电";"风机";"工器具";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
752;"象腿工装";"rotor stand";"风电";"风机";"工器具";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
753;"轮毂支架";"hub stand";"风电";"风机";"工器具";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
754;"运输支架";"transport frame";"风电";"风机";"工器具";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
755;"堆垛架";"stacking frame";"风电";"风机";"工器具";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
756;"分布梁";"spreader beam";"风电";"风机";"工器具";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
757;"索具";"rigging";"风电";"风机";"工器具";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
758;"套筒";"socket";"风电";"风机";"工器具";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
759;"提升机";"hoist";"风电";"风机";"工器具";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
760;"万用表";"multimeter";"风电";"风机";"工器具";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
761;"斜拉锁";"ratchet strap";"风电";"风机";"工器具";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
762;"斜嘴钳";"diagonal plier";"风电";"风机";"工器具";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
763;"星形螺丝刀";"trox screwdriver";"风电";"风机";"工器具";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
764;"压线钳";"crimping tool";"风电";"风机";"工器具";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
765;"羊角锤";"claw hammer";"风电";"风机";"工器具";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
766;"液压扳手";"hydraulic torque wrench";"风电";"风机";"工器具";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
767;"液压力矩扳手";"hydraulic torque wrench";"风电";"风机";"工器具";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
768;"一字螺丝刀";"slotted screwdriver";"风电";"风机";"工器具";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
769;"一字螺丝刀";"flat-head screwdriver";"风电";"风机";"工器具";"";"standard";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
770;"吊耳焊合";"welded lifting lug";"风电";"风机";"工器具";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
771;"吊具";"lifting device";"风电";"风机";"工器具";"";"standard";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
772;"高强环眼扁带";"high-strength eye to eye flat sling";"风电";"风机";"工器具";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
773;"弓型卸扣";"bow shackle";"风电";"风机";"工器具";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
774;"滑车";"trolley";"风电";"风机";"工器具";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
775;"环形扁带";"endless flat sling";"风电";"风机";"工器具";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
776;"环形圆带";"endless round sling";"风电";"风机";"工器具";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
777;"环眼吊带";"eye to eye sling";"风电";"风机";"工器具";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
778;"轮毂支撑";"hub support";"风电";"风机";"工器具";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
779;"牵引绳";"traction rope";"风电";"风机";"工器具";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
780;"扰流块";"helical strake";"风电";"风机";"工器具";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
781;"支架";"support";"风电";"风机";"工器具";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
782;"卷板机";"veneer reeling machine ";"风电";"风机";"工器具";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
783;"重型环形扁带";"heavy-duty endless flat sling";"风电";"风机";"工器具";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
784;"接地扁铁";"steel strap";"风电";"风机";"辅材";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
